# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001//HW_Wk6/sacCer3.sgd.gtf" "-o" "featCounts_Gierlinski_genes.txt" "-t" "exon" "-g" "gene_id" "-f" "--minOverlap" "3" "--primary" "--tmpDir" "/scratchLocal" "/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam
YPR042C	chrXVI	650435	653662	-	3228	693	511	476	663	327	306	480	345	575	372
YPR043W	chrXVI	654166	654167	+	2	0	0	0	0	0	0	0	0	0	0
YPR043W	chrXVI	654571	654847	+	277	0	0	0	0	0	0	0	0	0	0
YPR044C	chrXVI	654524	654877	-	354	140	27	70	149	11	15	80	80	72	108
YPR046W	chrXVI	656799	657344	+	546	242	192	168	267	177	64	143	97	118	146
YPR047W	chrXVI	657529	658938	+	1410	531	371	393	570	323	180	252	275	433	282
YPR048W	chrXVI	659182	661053	+	1872	204	137	179	226	133	95	219	116	153	235
YPR049C	chrXVI	661137	664673	-	3537	357	252	315	393	215	102	192	140	207	159
YPR050C	chrXVI	664953	665366	-	414	0	0	0	0	0	0	0	0	0	0
YPR051W	chrXVI	664960	665490	+	531	128	79	86	144	76	45	61	69	79	74
YPR052C	chrXVI	665693	665974	-	282	923	626	833	921	636	332	566	518	756	548
YPR053C	chrXVI	665788	666243	-	456	148	93	81	140	83	38	74	55	76	62
YPR054W	chrXVI	666280	667446	+	1167	318	283	236	334	176	120	180	139	196	158
YPR055W	chrXVI	667676	670873	+	3198	625	473	531	744	371	238	462	374	519	433
YPR056W	chrXVI	671126	672142	+	1017	496	357	385	513	317	220	372	327	417	432
YPR057W	chrXVI	672471	673496	+	1026	789	471	534	755	481	233	360	319	465	402
YPR058W	chrXVI	673751	674674	+	924	478	392	418	459	319	302	243	209	435	310
YPR059C	chrXVI	674314	674700	-	387	9	8	9	6	9	4	7	8	4	4
YPR060C	chrXVI	674861	675631	-	771	488	329	375	528	264	172	499	342	421	487
YPR061C	chrXVI	675977	676882	-	906	659	441	371	617	310	95	211	173	227	178
YPR062W	chrXVI	677165	677641	+	477	3615	3523	3238	4342	2745	2062	2434	1910	3016	2650
YPR063C	chrXVI	677812	678193	-	382	2101	1760	1491	1933	1543	822	944	782	1364	982
YPR063C	chrXVI	678280	678320	-	41	105	100	62	98	69	45	68	57	82	73
YPR064W	chrXVI	678951	679370	+	420	213	152	164	236	126	12	17	16	28	11
YPR065W	chrXVI	679693	680799	+	1107	1305	1029	682	1360	719	279	486	342	540	461
YPR066W	chrXVI	681213	682112	+	900	444	335	278	394	266	163	183	182	316	202
YPR067W	chrXVI	682220	682777	+	558	663	484	476	641	429	251	324	317	462	291
YPR068C	chrXVI	682941	684353	-	1413	304	245	232	332	208	110	203	163	231	222
YPR069C	chrXVI	684556	685437	-	882	1772	1609	1548	2074	1181	1158	1955	1501	2275	1859
YPR070W	chrXVI	685898	687598	+	1701	714	548	547	700	423	304	497	364	570	512
YPR071W	chrXVI	688172	688807	+	636	223	153	128	220	112	71	175	136	164	185
YPR072W	chrXVI	690107	691789	+	1683	1827	1270	1498	1928	1056	636	1123	990	1347	1046
YPR073C	chrXVI	691933	692418	-	486	745	606	584	724	461	245	427	351	555	382
YPR074C	chrXVI	692796	694838	-	2043	7247	6466	6304	7081	4782	4986	6580	4642	7793	6387
YPR074W-A	chrXVI	695018	695188	+	171	0	0	0	0	0	0	0	0	0	0
YPR075C	chrXVI	695737	696819	-	1083	2494	2389	2354	2779	2025	938	849	844	1277	954
YPR076W	chrXVI	696476	696850	+	375	3	0	2	2	0	1	3	2	0	1
YPR077C	chrXVI	697131	697502	-	372	0	4	3	5	2	0	0	1	2	0
YPR078C	chrXVI	697147	698265	-	1119	138	100	82	136	73	38	51	63	55	34
YPR079W	chrXVI	698869	700014	+	1146	898	724	690	1007	553	287	419	368	539	378
YPR080W	chrXVI	700594	701970	+	1377	12041	9947	11424	11448	7554	8291	10337	7576	13251	12046
YPR081C	chrXVI	702114	703970	-	1857	755	488	635	716	420	239	309	293	487	285
YPR082C	chrXVI	704225	704656	-	432	461	391	354	451	384	182	285	240	386	286
YPR083W	chrXVI	704854	706593	+	1740	357	286	217	273	202	146	186	151	235	207
YPR084W	chrXVI	706972	708342	+	1371	466	346	370	459	250	209	375	298	398	314
YPR085C	chrXVI	708497	709828	-	1332	424	322	301	381	255	206	309	248	330	330
YPR086W	chrXVI	710101	711138	+	1038	1258	1120	1115	1446	811	715	972	715	1152	929
YPR087W	chrXVI	711354	711674	+	321	50	30	31	44	30	21	23	23	24	43
YPR088C	chrXVI	711403	713028	-	1626	1768	1695	1591	1976	1027	998	1336	920	1479	1307
YPR089W	chrXVI	713275	715941	+	2667	1243	1118	1176	1509	788	520	868	674	1006	806
YPR091C	chrXVI	716156	718468	-	2313	2028	1398	1564	2105	1045	552	928	817	1170	785
YPR092W	chrXVI	718379	718684	+	306	22	11	13	27	13	9	17	10	16	11
YPR093C	chrXVI	719558	720424	-	867	736	659	616	655	539	370	376	312	590	417
YPR094W	chrXVI	720637	720960	+	324	307	192	148	277	165	98	157	143	206	155
YPR095C	chrXVI	721037	724717	-	3681	1107	920	911	1187	675	441	724	569	863	630
YPR096C	chrXVI	724842	725144	-	303	7	8	4	10	3	6	6	8	8	6
YPR097W	chrXVI	725394	728615	+	3222	813	628	761	891	456	434	683	532	740	660
YPR098C	chrXVI	728947	729385	-	439	678	530	495	711	490	207	295	318	462	243
YPR098C	chrXVI	729482	729528	-	47	19	14	10	7	11	4	14	10	9	11
YPR099C	chrXVI	729757	730113	-	357	1	3	2	2	0	1	1	1	1	1
YPR100W	chrXVI	729791	730213	+	423	121	99	97	165	84	42	92	68	105	55
YPR101W	chrXVI	730492	731019	+	528	334	231	220	346	192	103	215	200	197	224
YPR102C	chrXVI	731224	731748	-	525	4068	3712	3373	4755	2916	2186	3808	3023	4463	3822
YPR103W	chrXVI	732349	733212	+	864	4205	3498	3285	4339	3038	2036	2827	2681	3992	2769
YPR104C	chrXVI	733623	736433	-	2811	505	434	442	557	236	261	484	308	415	519
YPR105C	chrXVI	736984	739569	-	2586	1152	825	815	1178	675	405	771	611	813	761
YPR106W	chrXVI	740061	741392	+	1332	332	255	177	309	187	156	344	236	371	279
YPR107C	chrXVI	741438	742064	-	627	427	315	293	457	316	151	296	235	321	255
YPR108W	chrXVI	742454	743743	+	1290	2549	2022	2008	2629	1716	1249	1675	1497	2161	1419
YPR108W-A	chrXVI	744175	744387	+	213	0	1	1	0	1	0	3	0	1	2
YPR109W	chrXVI	744689	745573	+	885	689	419	419	690	386	220	409	369	532	381
YPR110C	chrXVI	745828	746835	-	1008	1270	1035	1083	1406	716	671	1680	1098	1450	1733
YPR111W	chrXVI	747306	749000	+	1695	416	288	284	368	215	102	136	144	210	135
YPR112C	chrXVI	749256	751919	-	2664	390	350	366	507	239	238	894	421	542	956
YPR113W	chrXVI	752257	752919	+	663	3155	2844	2694	3163	2431	1824	2386	1998	3263	2472
YPR114W	chrXVI	753301	754248	+	948	2202	1763	1576	2178	1465	889	1402	1121	1759	1423
YPR115W	chrXVI	754877	758128	+	3252	2320	1949	1994	2409	1382	983	1074	970	1551	1008
YPR116W	chrXVI	758648	759481	+	834	39	35	33	33	22	21	44	28	53	39
YPR117W	chrXVI	760025	767494	+	7470	951	854	902	1190	651	492	686	582	1080	716
YPR118W	chrXVI	767752	768987	+	1236	1503	1395	1524	1774	1062	691	1015	744	1225	1106
YPR119W	chrXVI	771653	773128	+	1476	344	225	244	368	190	145	300	213	259	310
YPR120C	chrXVI	773875	775182	-	1308	419	373	345	463	296	117	165	141	208	168
YPR121W	chrXVI	778583	780301	+	1719	397	264	302	349	216	129	271	200	273	286
YPR122W	chrXVI	782045	785671	+	3627	841	625	658	880	485	288	637	465	688	594
YPR125W	chrXVI	787961	789325	+	1365	739	495	546	631	465	327	543	396	500	563
YPR126C	chrXVI	789077	789385	-	309	54	49	48	57	57	26	37	41	48	54
YPR127W	chrXVI	790083	791120	+	1038	1165	848	897	1096	697	409	545	530	823	528
YPR128C	chrXVI	791218	792204	-	987	459	442	384	479	318	249	405	321	474	367
YPR129W	chrXVI	792687	793736	+	1050	1041	827	793	1044	688	522	678	580	824	731
YPR130C	chrXVI	793374	793781	-	408	20	22	12	28	19	5	7	15	11	20
YPR131C	chrXVI	793911	794498	-	588	430	393	366	495	314	188	327	247	373	258
YPR132W	chrXVI	794965	795029	+	65	857	733	548	823	604	474	967	662	962	1097
YPR132W	chrXVI	795395	795767	+	373	9297	8675	9217	10712	7054	5336	8325	6226	10079	8947
YPR133C	chrXVI	795978	797210	-	1233	1903	1487	1555	1983	1313	698	1202	931	1510	1251
YPR133W-A	chrXVI	797557	797709	+	153	530	311	407	548	354	170	494	431	553	439
YPR134W	chrXVI	798051	798857	+	807	586	482	462	644	345	192	273	212	325	264
YPR135W	chrXVI	799234	802017	+	2784	667	573	618	768	443	284	353	305	463	415
YPR136C	chrXVI	802325	802837	-	513	1	1	1	2	1	2	6	0	1	1
YPR137W	chrXVI	802359	804080	+	1722	270	224	251	282	227	161	401	216	307	482
YPR137C-B	chrXVI	805001	808963	-	3963	0	0	0	0	0	0	0	0	0	0
YPR137C-B	chrXVI	808965	810269	-	1305	0	0	0	0	0	0	0	0	0	0
YPR137C-A	chrXVI	808947	810269	-	1323	0	0	0	0	0	0	0	0	0	0
YPR138C	chrXVI	810984	812453	-	1470	1980	1380	1296	2042	1148	704	750	765	999	739
YPR139C	chrXVI	813156	814058	-	903	1361	1049	902	1411	847	344	631	497	671	514
YPR140W	chrXVI	814391	815536	+	1146	858	629	625	1002	531	221	359	321	471	298
YPR141C	chrXVI	815734	817923	-	2190	302	247	321	351	210	90	175	122	166	164
YPR142C	chrXVI	818130	818693	-	564	0	0	0	0	0	0	0	0	0	1
YPR143W	chrXVI	818323	819075	+	753	344	160	179	401	135	58	368	220	217	416
YPR144C	chrXVI	819765	821423	-	1659	346	263	264	323	198	188	424	239	425	520
YPR145W	chrXVI	822620	824338	+	1719	4154	3497	3625	3915	2588	6088	4009	3870	7146	3872
YPR145C-A	chrXVI	824690	824926	-	237	32	46	40	44	27	16	33	20	82	15
YPR146C	chrXVI	825347	825676	-	330	211	223	202	234	194	93	125	106	180	99
YPR147C	chrXVI	825645	826559	-	915	594	579	500	671	443	234	383	294	494	364
YPR148C	chrXVI	826833	828140	-	1308	2695	2013	2296	3028	1571	866	1354	1215	1715	1244
YPR149W	chrXVI	829918	830439	+	522	1528	1368	1235	1477	1088	2934	4369	3801	5832	3852
YPR150W	chrXVI	830999	831520	+	522	9	3	3	2	2	0	2	2	2	2
YPR151C	chrXVI	831055	831675	-	621	14	5	5	13	6	3	4	4	3	6
YPR152C	chrXVI	832061	833458	-	1398	438	388	394	467	279	144	275	170	257	287
YPR153W	chrXVI	833689	833693	+	5	0	0	0	2	2	2	2	1	3	2
YPR153W	chrXVI	833828	834245	+	418	59	54	41	78	29	29	51	34	49	45
YPR154W	chrXVI	834565	835212	+	648	1190	1162	1133	1429	765	649	562	544	980	477
YPR155C	chrXVI	835563	837413	-	1851	782	518	567	745	399	188	385	332	408	331
YPR156C	chrXVI	837909	839777	-	1869	1392	1359	1413	1454	967	595	1113	683	1184	1145
YPR157W	chrXVI	841266	842669	+	1404	495	461	445	560	309	203	289	175	447	319
YPR158W	chrXVI	843262	844020	+	759	309	205	178	289	137	65	164	134	202	188
YPR158W-B	chrXVI	844709	846013	+	1305	0	0	0	0	0	0	0	0	0	0
YPR158W-B	chrXVI	846015	849980	+	3966	0	0	0	1	0	0	1	2	2	3
YPR158W-A	chrXVI	844709	846031	+	1323	0	0	0	0	0	0	0	0	0	0
YPR158C-D	chrXVI	850989	854951	-	3963	13	17	16	22	3	36	40	30	53	45
YPR158C-D	chrXVI	854953	856257	-	1305	0	0	0	0	0	0	0	0	0	0
YPR158C-C	chrXVI	854935	856257	-	1323	0	0	0	0	0	0	0	0	0	0
YPR159W	chrXVI	857583	859745	+	2163	4535	3752	3674	4697	2732	1781	2288	1778	2860	2049
YPR159C-A	chrXVI	860314	860415	-	102	11	3	2	7	3	3	0	2	6	3
YPR160W	chrXVI	861306	864014	+	2709	1172	888	836	1179	627	3225	1764	3930	4969	1393
YPR160W-A	chrXVI	861934	862014	+	81	0	0	0	0	0	0	0	0	0	0
YPR160C-A	chrXVI	862577	862861	-	285	0	0	0	0	0	0	0	0	0	0
YPR161C	chrXVI	864449	866422	-	1974	797	682	713	894	463	380	661	483	679	640
YPR162C	chrXVI	866715	868304	-	1590	316	198	253	356	215	102	291	194	266	236
YPR163C	chrXVI	868645	869955	-	1311	4584	3730	4460	5560	2729	2584	4507	3118	4439	4659
YPR164W	chrXVI	870703	874926	+	4224	518	485	472	558	363	250	425	296	433	417
YPR165W	chrXVI	875368	875997	+	630	5733	4932	4899	5500	3956	3035	3248	3021	5033	3199
YPR166C	chrXVI	876282	876629	-	348	411	258	208	398	233	142	266	285	306	244
YPR167C	chrXVI	876847	877632	-	786	1109	791	788	1196	822	298	242	310	531	248
YPR168W	chrXVI	878076	878549	+	474	123	99	86	109	68	55	104	71	108	98
YPR169W	chrXVI	878690	880168	+	1479	1291	1058	1243	1464	854	624	1104	776	1162	1161
YPR170C	chrXVI	882983	883318	-	336	8	5	7	10	3	2	7	7	6	4
YPR170W-B	chrXVI	883239	883387	+	149	0	0	0	0	0	0	0	0	0	0
YPR170W-B	chrXVI	883487	883595	+	109	289	255	240	296	262	191	184	155	253	233
YPR169W-A	chrXVI	883239	883457	+	219	0	0	0	0	0	0	0	0	0	0
YPR170W-A	chrXVI	883378	883563	+	186	0	0	0	0	0	0	0	0	0	0
YPR171W	chrXVI	883828	885558	+	1731	874	568	611	940	414	222	488	435	525	469
YPR172W	chrXVI	885796	886398	+	603	533	394	377	573	364	207	359	341	521	297
YPR173C	chrXVI	886524	887837	-	1314	2752	2136	2340	2840	1771	1001	1538	1287	1803	1510
YPR174C	chrXVI	888043	888708	-	666	383	280	317	356	255	152	198	156	233	232
YPR175W	chrXVI	888974	891043	+	2070	378	301	298	405	216	104	205	163	209	206
YPR176C	chrXVI	891101	892078	-	978	744	635	593	742	518	363	429	422	706	462
YPR177C	chrXVI	892313	892684	-	372	1	0	0	0	1	0	0	0	0	1
YPR178W	chrXVI	892332	893729	+	1398	585	457	447	608	368	242	338	285	408	277
YPR179C	chrXVI	893797	895764	-	1968	511	404	440	620	305	138	335	283	395	288
YPR180W	chrXVI	895961	897004	+	1044	605	519	496	708	433	269	361	315	528	364
YPR181C	chrXVI	897361	899667	-	2307	4355	3246	3207	4016	2536	2269	2988	2311	3588	2878
YPR182W	chrXVI	900194	900454	+	261	988	874	775	992	867	399	402	317	597	489
YPR183W	chrXVI	900755	901558	+	804	3458	3173	2729	3488	2714	2352	2184	1861	3449	2521
YPR184W	chrXVI	902044	906654	+	4611	879	638	611	994	465	902	571	839	1157	530
YPR185W	chrXVI	907218	909434	+	2217	1059	782	793	1145	621	415	575	490	768	548
YPR186C	chrXVI	909733	911022	-	1290	237	157	181	224	145	109	214	118	178	208
YPR187W	chrXVI	911257	911276	+	20	3	2	3	3	2	1	5	2	3	5
YPR187W	chrXVI	911353	911800	+	448	1505	1290	1196	1663	1044	822	1422	1053	1659	1566
YPR188C	chrXVI	911988	912479	-	492	555	380	391	526	344	168	275	283	341	331
YPR189W	chrXVI	912664	916962	+	4299	776	619	703	932	483	354	600	466	695	563
YPR191W	chrXVI	919381	920487	+	1107	1939	1507	1385	1979	1227	924	1043	1104	1622	941
YPR192W	chrXVI	921860	922777	+	918	221	173	169	210	156	89	70	79	109	82
YPR193C	chrXVI	922909	923379	-	471	41	40	32	41	31	13	25	21	18	20
YPR194C	chrXVI	924304	926937	-	2634	154	123	121	147	74	74	146	118	150	115
YPR195C	chrXVI	927965	928294	-	330	124	96	75	143	86	51	62	70	84	54
YPR196W	chrXVI	931376	932788	+	1413	163	117	96	114	105	72	127	84	110	109
YPR197C	chrXVI	933898	934461	-	564	4	2	3	7	1	0	0	3	3	1
YPR198W	chrXVI	934034	935665	+	1632	1016	891	841	1124	760	372	502	392	784	464
YPR199C	chrXVI	938148	939032	-	885	590	425	399	504	376	199	374	305	474	349
YPR200C	chrXVI	939279	939671	-	393	70	47	46	71	33	23	40	27	61	36
YPR201W	chrXVI	939922	941136	+	1215	105	79	69	94	66	48	81	58	80	49
YPR202W	chrXVI	943032	943050	+	19	0	0	0	0	0	0	0	0	0	0
YPR202W	chrXVI	943199	943896	+	698	3	2	5	4	2	4	7	5	4	7
YPR203W	chrXVI	943880	944188	+	309	0	0	0	0	0	0	0	0	0	0
YPR204W	chrXVI	944603	947701	+	3099	42	42	33	46	31	41	27	17	49	46
YPR204C-A	chrXVI	946856	947338	-	483	0	0	0	0	0	0	0	0	0	0
YHR013C	chrVIII	130730	131446	-	717	1047	991	998	1134	713	540	712	594	941	788
YHR147C	chrVIII	392639	393283	-	645	631	489	448	584	345	256	453	431	623	450
YHL050C	chrVIII	445	1897	-	1453	104	84	70	95	60	19	36	20	41	26
YHL050C	chrVIII	2671	3311	-	641	20	31	23	19	15	10	9	4	12	9
YHL050W-A	chrVIII	811	1293	+	483	0	0	0	0	0	0	0	0	0	0
YHL049C	chrVIII	3726	4541	-	816	0	0	0	0	0	0	0	0	0	0
YHL048C-A	chrVIII	5663	5797	-	135	3	1	1	2	1	1	2	1	0	0
YHL048W	chrVIII	6401	7546	+	1146	797	594	680	838	531	155	306	307	474	223
YHL047C	chrVIII	8351	10213	-	1863	1038	809	826	974	645	1726	2192	1673	2872	1984
YHL046W-A	chrVIII	9981	10307	+	327	15	9	11	7	12	9	12	10	13	16
YHL046C	chrVIII	11923	12285	-	363	2	4	5	9	5	6	5	6	6	4
YHL045W	chrVIII	12502	12849	+	348	5	7	5	7	7	4	8	2	14	1
YHL044W	chrVIII	13565	14272	+	708	247	173	153	278	181	94	150	122	181	126
YHL043W	chrVIII	14901	15413	+	513	191	125	146	175	100	52	109	98	133	93
YHL042W	chrVIII	15667	16119	+	453	62	41	58	64	35	16	34	33	44	40
YHL041W	chrVIII	17392	17841	+	450	3	4	5	6	3	4	6	1	2	2
YHL040C	chrVIII	19088	20971	-	1884	423	430	373	399	284	414	536	399	627	520
YHL039W	chrVIII	21783	23540	+	1758	505	320	333	520	227	200	579	399	475	567
YHL038C	chrVIII	23617	25509	-	1893	303	286	274	394	218	118	186	156	221	183
YHL037C	chrVIII	25778	26179	-	402	24	20	21	48	32	5	12	11	17	7
YHL036W	chrVIII	26241	27881	+	1641	353	273	254	366	239	402	315	247	858	344
YHL035C	chrVIII	27978	32756	-	4779	804	691	678	847	546	623	1035	981	1267	887
YHL034W-A	chrVIII	33176	33637	+	462	133	89	75	129	61	20	49	51	76	50
YHL034C	chrVIII	33193	34077	-	885	3059	2863	2890	3402	2011	1725	1955	1733	2653	1918
YHL033C	chrVIII	35255	36025	-	771	6653	6246	6341	6446	5127	5079	7063	4907	9041	7481
YHL032C	chrVIII	36379	38508	-	2130	2620	1881	1795	2350	1395	1128	1189	1094	1578	1147
YHL031C	chrVIII	38815	39486	-	672	274	243	254	310	239	124	127	160	211	136
YHL030W-A	chrVIII	39074	39535	+	462	1	1	0	0	1	1	3	1	0	0
YHL030W	chrVIII	40084	45690	+	5607	1617	1368	1481	1779	1082	728	1073	914	1299	938
YHL029C	chrVIII	45929	47968	-	2040	703	490	502	579	438	241	479	251	421	484
YHL028W	chrVIII	48763	50580	+	1818	681	530	362	644	358	285	324	261	383	342
YHL027W	chrVIII	51111	52988	+	1878	2218	1968	1846	2173	1590	1138	1350	991	1759	1302
YHL026C	chrVIII	53219	54166	-	948	347	271	235	312	228	129	256	135	240	254
YHL025W	chrVIII	54851	55849	+	999	2826	2618	2379	2785	2207	1210	1165	1065	1808	1423
YHL024W	chrVIII	56649	58790	+	2142	396	326	289	402	271	198	277	218	353	253
YHL023C	chrVIII	59123	62563	-	3441	1056	776	825	1159	661	293	529	412	689	527
YHL022C	chrVIII	62961	64157	-	1197	40	35	28	45	26	12	35	22	34	28
YHL021C	chrVIII	64462	65859	-	1398	1564	1226	1069	1650	832	2331	2051	2781	4796	1275
YHL020C	chrVIII	66242	67456	-	1215	2773	2169	2043	2686	1626	755	1037	704	1088	1149
YHL019W-A	chrVIII	67711	68304	+	594	7	3	6	7	7	4	5	7	4	6
YHL019C	chrVIII	67731	69548	-	1818	497	367	391	519	287	259	341	271	409	311
YHL018W	chrVIII	69708	70070	+	363	26	26	23	36	13	34	23	18	25	15
YHL017W	chrVIII	70276	71874	+	1599	997	962	887	1123	676	596	726	544	986	708
YHL016C	chrVIII	72037	74244	-	2208	289	219	201	324	128	102	136	106	154	135
YHL015W-A	chrVIII	74699	74782	+	84	28	21	18	29	25	3	5	4	11	5
YHL015W	chrVIII	75412	75777	+	366	20955	18354	16647	21975	14074	10439	18671	13632	22259	20770
YHL014C	chrVIII	76097	77314	-	1218	391	254	245	359	204	116	312	234	323	249
YHL013C	chrVIII	77430	78353	-	924	417	326	334	435	232	138	292	226	334	303
YHL012W	chrVIII	78936	80417	+	1482	53	41	47	62	46	29	138	61	66	130
YHL011C	chrVIII	80654	81616	-	963	1008	1017	1111	1239	777	834	1349	908	1483	1431
YHL010C	chrVIII	81964	83721	-	1758	534	448	520	659	346	263	332	296	459	292
YHL009C	chrVIII	84068	85060	-	993	471	357	388	410	260	172	293	245	363	255
YHL009W-B	chrVIII	85909	86994	+	1086	0	0	0	0	0	0	0	0	0	0
YHL009W-B	chrVIII	86996	91318	+	4323	1	1	0	0	0	0	0	0	1	0
YHL009W-A	chrVIII	85909	87150	+	1242	0	0	0	0	0	0	0	0	0	0
YHL008C	chrVIII	92627	94510	-	1884	794	673	697	985	476	341	546	431	655	522
YHL007C	chrVIII	95118	97937	-	2820	1367	1060	1188	1501	912	636	1194	701	1097	1081
YHL006W-A	chrVIII	97732	98085	+	354	56	29	29	40	41	15	35	20	22	38
YHL006C	chrVIII	98343	98795	-	453	217	155	149	207	159	96	100	85	148	112
YHL005C	chrVIII	98828	99220	-	393	44	25	15	34	23	23	37	34	43	53
YHL004W	chrVIII	99219	100403	+	1185	979	727	614	839	610	562	774	618	931	768
YHL003C	chrVIII	100648	101883	-	1236	1497	1113	1174	1558	864	658	1143	850	1345	1056
YHL002C-A	chrVIII	102587	103075	-	489	0	0	1	1	0	2	0	1	1	1
YHL002W	chrVIII	102612	103970	+	1359	1063	848	752	1108	788	457	665	598	919	600
YHL001W	chrVIII	104277	104405	+	129	868	650	543	766	669	437	1062	689	1025	1019
YHL001W	chrVIII	104804	105091	+	288	1315	1010	1126	1125	1003	651	1312	945	1454	1352
YHR001W	chrVIII	106055	107368	+	1314	695	546	627	813	428	254	425	342	550	353
YHR001W-A	chrVIII	107826	107831	+	6	12	9	2	10	7	3	7	8	11	10
YHR001W-A	chrVIII	107895	108122	+	228	414	362	262	465	275	157	185	243	301	159
YHR002W	chrVIII	108812	109885	+	1074	484	348	349	504	264	111	260	203	273	195
YHR003C	chrVIII	110028	111317	-	1290	491	435	502	565	321	257	425	305	431	387
YHR004C	chrVIII	111754	113094	-	1341	1310	927	922	1380	724	462	738	641	845	752
YHR005C	chrVIII	113499	114917	-	1419	683	627	659	737	457	358	652	437	603	629
YHR005C-A	chrVIII	115620	115901	-	282	2036	1434	1362	2171	1311	926	1658	1430	1877	1558
YHR006W	chrVIII	117814	119439	+	1626	1974	1321	1194	1828	1028	549	868	709	1048	853
YHR007C	chrVIII	120091	121683	-	1593	4500	3939	4069	4852	3157	3471	6499	3825	6069	6524
YHR007C-A	chrVIII	122550	122765	-	216	106	78	70	128	68	9	18	18	17	17
YHR008C	chrVIII	122889	123590	-	702	4385	3905	3527	4482	3203	1875	2059	2118	3345	2004
YHR009C	chrVIII	124109	125680	-	1572	2075	1829	1837	2245	1410	1027	1334	1178	1880	1251
YHR010W	chrVIII	126521	126551	+	31	138	119	101	171	129	55	114	80	120	138
YHR010W	chrVIII	127113	127492	+	380	10864	10815	9607	12251	7607	6726	8735	6343	11070	9932
YHR011W	chrVIII	127780	129120	+	1341	300	229	289	345	243	147	217	191	285	196
YHR012W	chrVIII	129481	129528	+	48	7	4	2	6	2	0	8	3	3	5
YHR012W	chrVIII	129648	130448	+	801	1021	974	995	1134	781	505	571	465	768	568
YHR014W	chrVIII	132047	132922	+	876	61	37	38	57	31	9	28	26	29	22
YHR015W	chrVIII	134554	136533	+	1980	32	10	10	25	12	5	17	15	20	11
YHR016C	chrVIII	136881	138240	-	1360	1705	1470	1430	1849	1141	866	853	882	1297	741
YHR016C	chrVIII	138409	138455	-	47	26	12	11	18	7	4	20	25	16	8
YHR017W	chrVIII	138694	139851	+	1158	879	686	656	982	498	259	507	496	587	372
YHR018C	chrVIII	140011	141402	-	1392	3286	3039	3201	3067	2558	2654	1032	1794	3802	961
YHR019C	chrVIII	141894	143558	-	1665	7119	6791	7102	7339	5206	4849	5911	4321	7437	6066
YHR020W	chrVIII	143996	146062	+	2067	3258	2967	3116	3490	2203	1980	3022	2049	3442	3184
YHR021C	chrVIII	147871	148116	-	246	5868	5463	4752	6759	4930	3401	5680	4235	7123	5515
YHR021C	chrVIII	148667	148669	-	3	15	4	6	3	10	6	8	7	6	5
YHR021W-A	chrVIII	149225	149680	+	456	14	8	14	17	7	5	10	14	17	12
YHR022C	chrVIII	149575	150345	-	771	65	54	58	65	55	27	80	59	82	75
YHR022C-A	chrVIII	151217	151306	-	90	1	1	0	3	4	1	1	1	6	1
YHR023W	chrVIII	151666	157452	+	5787	632	511	664	907	366	253	474	372	409	445
YHR024C	chrVIII	157744	159192	-	1449	1219	1007	1145	1192	914	771	983	852	1290	979
YHR025W	chrVIII	159438	160511	+	1074	2573	2654	2612	2847	2042	2246	2066	1574	2955	2155
YHR026W	chrVIII	160844	161485	+	642	4468	3399	3588	4538	3063	1467	2629	2188	3360	2624
